,Electrical_SBrkr,WoodDeckSF,RemodAge,LotConfig_CulDSac,LotArea,Foundation_PConc,BsmtExposure_Gd,OpenPorchSF,OverallQual,Fence_GdWo,Foundation_BrkTil,Electrical_FuseF,LotFrontage_median,BedroomAbvGr,FullBath,firstFlrSF,HouseStyle_2Story,LotConfig_Inside,hasGarage,BsmtExposure_No,BldgType_Twnhs,HalfBath,BsmtFullBath,CentralAir_Y,Heating_Grav,Fence_MnPrv,HouseStyle_1.5Fin,BldgType_2fmCon,Fireplaces,GarageArea,BsmtExposure_Av
391,1.0,132.0,0,0.0,6792.0,1.0,0.0,35.0,7,0.0,0.0,0.0,40.0,2.0,2,1368.0,0.0,1.0,True,1.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,474.0,0.0
392,0.0,0.0,56,0.0,10800.0,0.0,0.0,0.0,4,0.0,0.0,0.0,60.0,3.6,1,720.0,0.0,1.0,False,1.0,0.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
393,1.0,207.0,56,0.0,8248.0,0.0,0.0,0.0,5,0.0,1.0,0.0,45.0,3.0,1,686.0,0.0,1.0,True,1.0,0.0,1,0,1.0,0.0,0.0,1.0,0.0,0.0,280.0,0.0
394,1.0,0.0,53,0.0,5825.0,1.0,0.0,0.0,4,0.0,0.0,0.0,52.0,1.0,1,747.0,0.0,1.0,True,0.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,528.0,0.0
395,1.0,0.0,9,0.0,6155.0,0.0,0.0,0.0,6,0.0,1.0,0.0,60.0,3.0,2,751.0,1.0,0.0,True,0.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,502.0,0.0
396,1.0,0.0,0,0.0,2522.0,1.0,0.0,40.0,6,0.0,0.0,0.0,29.599999999999998,3.0,2,970.0,1.0,1.0,True,1.0,1.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,380.0,0.0
397,1.0,0.0,8,0.0,13923.6,0.0,0.0,0.0,6,0.0,0.0,0.0,90.4,2.0,2,1692.3000000000002,0.0,0.0,True,1.0,0.0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,578.0,0.0
398,1.0,0.0,1,0.0,8064.0,0.0,0.0,0.0,5,0.0,0.0,0.0,60.0,3.0,1,672.0,0.0,0.0,True,0.0,0.0,0,0,1.0,0.0,1.0,1.0,0.0,1.0,576.0,0.0
399,1.0,133.0,0,0.0,12205.0,0.0,1.0,112.0,6,0.0,0.0,0.0,70.0,3.6,2,976.0,1.0,1.0,True,0.0,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,444.0,0.0
400,1.0,0.0,6,0.0,4923.0,1.0,0.0,112.0,8,0.0,0.0,0.0,41.0,0.3999999999999999,1,1593.0,0.0,1.0,True,0.0,0.0,1,1,1.0,0.0,0.0,0.0,0.0,1.0,682.0,1.0
402,1.0,176.0,44,0.0,9020.0,0.0,1.0,0.0,6,0.0,0.0,0.0,82.0,3.0,1,1350.0,0.0,0.0,True,0.0,0.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,520.0,0.0
403,1.0,261.0,48,1.0,13923.6,0.0,0.0,39.0,5,0.0,0.0,0.0,70.0,3.0,1,1188.0,0.0,0.0,True,1.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,312.0,0.0
404,1.0,0.0,8,0.0,9230.0,0.0,0.0,64.0,5,0.0,0.0,0.0,71.0,1.0,1,1200.0,0.0,0.0,True,0.0,0.0,1,1,1.0,0.0,1.0,0.0,0.0,0.0,728.05,0.0
406,1.0,180.0,41,1.0,13526.0,0.0,0.0,0.0,5,0.0,0.0,0.0,70.0,3.0,1,935.0,0.0,0.0,True,1.0,0.0,0,1,1.0,0.0,1.0,0.0,0.0,0.0,288.0,0.0
407,1.0,63.0,25,1.0,5814.0,0.0,0.0,0.0,8,0.0,0.0,0.0,70.0,1.0,1,1360.0,0.0,0.0,True,0.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,1.0,565.0,1.0
408,1.0,0.0,14,0.0,11341.0,0.0,0.0,0.0,5,0.0,0.0,0.0,70.0,3.0,1,1392.0,0.0,1.0,True,1.0,0.0,1,1,1.0,0.0,0.0,0.0,0.0,1.0,528.0,0.0
409,1.0,236.0,13,0.0,10437.0,1.0,1.0,46.0,8,0.0,0.0,0.0,90.4,2.0,2,1692.3000000000002,0.0,1.0,True,0.0,0.0,1,1,1.0,0.0,0.0,0.0,0.0,1.0,728.05,0.0
410,1.0,0.0,39,0.0,1680.0,0.0,0.0,0.0,6,0.0,0.0,0.0,29.599999999999998,3.0,1,525.0,1.0,1.0,True,1.0,1.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,264.0,0.0
411,1.0,0.0,27,0.0,8740.0,0.0,0.0,0.0,5,0.0,0.0,0.0,74.0,2.0,1,860.0,0.0,1.0,True,0.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,528.0,1.0
414,1.0,0.0,59,0.0,9340.0,0.0,0.0,112.0,4,0.0,0.0,0.0,50.0,2.0,1,672.0,0.0,1.0,True,1.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,234.0,0.0
415,1.0,0.0,13,0.0,10570.0,0.0,0.0,74.0,8,0.0,0.0,0.0,70.0,3.0,2,1549.0,1.0,1.0,True,1.0,0.0,1,0,1.0,0.0,0.0,0.0,0.0,1.6,440.0,0.0
416,1.0,273.6,29,0.0,13005.0,0.0,0.0,112.0,7,0.0,0.0,0.0,90.4,3.6,2,1153.0,1.0,0.0,True,1.0,0.0,1,1,1.0,0.0,0.0,0.0,0.0,1.0,484.0,0.0
417,1.0,0.0,59,0.0,3500.0,0.0,0.0,35.0,5,0.0,0.0,0.0,50.0,2.0,1,720.0,0.0,1.0,True,1.0,0.0,1,0,1.0,0.0,0.0,1.0,0.0,0.0,240.0,0.0
418,1.0,0.0,33,0.0,7990.0,0.0,0.0,0.0,5,0.0,0.0,0.0,88.0,3.0,1,924.0,0.0,1.0,True,1.0,0.0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,280.0,0.0
419,0.0,0.0,58,0.0,10930.0,0.0,0.0,0.0,5,0.0,0.0,0.0,60.0,3.0,1,1048.0,0.0,1.0,True,1.0,0.0,1,1,1.0,0.0,0.0,1.0,0.0,1.0,288.0,0.0
420,1.0,273.6,31,0.0,7917.0,0.0,0.0,30.0,6,0.0,0.0,0.0,70.0,3.0,1,1113.0,0.0,0.0,True,1.0,0.0,1,1,1.0,0.0,0.0,0.0,0.0,1.0,504.0,0.0
421,1.0,0.0,45,0.0,7056.0,0.0,0.0,50.0,6,0.0,0.0,0.0,71.0,3.6,1,983.0,1.0,1.0,True,1.0,0.0,1,1,1.0,0.0,0.0,0.0,0.0,1.0,483.0,0.0
422,1.0,0.0,0,0.0,12085.0,1.0,0.0,0.0,8,0.0,0.0,0.0,90.4,3.0,2,1692.3000000000002,0.0,1.0,True,1.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,1.0,728.05,0.0
423,1.0,48.0,13,0.0,8820.0,0.0,0.0,0.0,5,0.0,1.0,0.0,90.4,2.0,1,1188.0,0.0,0.0,True,1.0,0.0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,456.0,0.0
424,1.0,0.0,50,0.0,9120.0,0.0,0.0,0.0,6,0.0,0.0,0.0,76.0,3.0,1,1261.0,0.0,1.0,True,1.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,1.0,433.0,0.0
425,1.0,239.0,14,0.0,9760.0,0.0,1.0,42.0,6,0.0,0.0,0.0,80.0,3.0,2,1020.0,1.0,1.0,True,0.0,0.0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,440.0,0.0
426,0.0,0.0,57,0.0,8737.0,0.0,0.0,38.0,6,0.0,1.0,0.0,70.0,3.0,1,915.0,0.0,1.0,True,1.0,0.0,1,0,1.0,0.0,0.0,1.0,0.0,1.0,440.0,0.0
428,0.0,0.0,53,0.0,13923.6,0.0,0.0,0.0,4,0.0,0.0,0.0,70.0,3.0,1,1229.0,0.0,1.0,True,1.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,284.0,0.0
429,1.0,0.0,0,0.0,8640.0,1.0,0.0,112.0,7,0.0,0.0,0.0,72.0,3.0,2,1372.0,0.0,1.0,True,1.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,529.0,0.0
430,1.0,0.0,0,0.0,10800.0,1.0,0.0,102.0,8,0.0,0.0,0.0,85.0,3.0,2,1050.0,1.0,1.0,True,1.0,0.0,1,1,1.0,0.0,0.0,0.0,0.0,1.0,728.05,0.0
431,1.0,120.0,12,0.0,13923.6,1.0,0.0,30.0,8,0.0,0.0,0.0,38.0,1.0,1,1288.0,0.0,1.0,True,1.0,0.0,1,1,1.0,0.0,0.0,0.0,0.0,1.6,500.0,0.0
432,0.0,0.0,55,0.0,10680.0,0.0,0.0,30.0,5,0.0,0.0,0.0,89.0,3.6,2,1692.3000000000002,0.0,1.0,True,1.0,0.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,528.0,0.0
433,1.0,0.0,47,0.0,7875.0,0.0,0.0,0.0,5,1.0,0.0,0.0,75.0,3.0,1,1144.0,0.0,1.0,True,1.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,456.0,0.0
434,0.0,0.0,3,0.0,5400.0,0.0,0.0,0.0,6,0.0,1.0,0.0,40.0,3.0,2,1149.0,0.0,0.0,True,0.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,216.0,0.0
435,1.0,0.0,41,0.0,7742.0,0.0,0.0,0.0,5,0.0,0.0,0.0,66.0,3.0,1,955.0,0.0,1.0,True,1.0,0.0,0,1,1.0,0.0,1.0,0.0,0.0,0.0,386.0,0.0
437,1.0,0.0,59,0.0,9060.0,0.0,0.0,0.0,6,0.0,1.0,0.0,60.0,2.0,1,698.0,0.0,1.0,True,0.0,0.0,0,0,1.0,0.0,1.0,1.0,0.0,0.0,280.0,0.0
438,1.0,265.0,7,0.0,10140.0,0.0,0.0,0.0,6,0.0,0.0,0.0,78.0,3.0,1,1309.0,0.0,1.0,True,1.0,0.0,1,1,1.0,0.0,0.0,0.0,0.0,1.0,484.0,0.0
439,0.0,0.0,57,0.0,8280.0,0.0,0.0,0.0,6,0.0,0.0,0.0,57.0,2.0,1,932.0,0.0,1.0,True,1.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,306.0,0.0
440,1.0,210.0,50,0.0,13923.6,0.0,1.0,62.0,6,0.0,0.0,0.0,90.4,3.0,1,1656.0,0.0,0.0,True,0.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,1.6,528.0,0.0
441,1.0,240.0,37,0.0,13923.6,0.0,0.0,32.0,5,0.0,0.0,0.0,70.0,3.0,1,1096.0,0.0,0.0,True,0.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,299.0,0.0
443,1.0,100.0,7,0.0,8063.0,1.0,0.0,48.0,6,0.0,0.0,0.0,70.0,3.0,2,948.0,1.0,1.0,True,1.0,0.0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,463.0,0.0
444,0.0,0.0,54,0.0,6420.0,1.0,0.0,0.0,5,0.0,0.0,0.0,57.0,2.0,1,1148.0,0.0,1.0,True,0.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,308.0,0.0
445,1.0,100.0,1,0.0,13923.6,1.0,0.0,40.0,5,0.0,0.0,0.0,60.0,3.6,2,734.0,1.0,1.0,True,0.0,0.0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,372.0,1.0
446,1.0,153.0,6,0.0,2651.0,1.0,0.0,50.0,7,0.0,0.0,0.0,70.0,3.0,2,673.0,1.0,0.0,True,1.0,1.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,490.0,0.0
447,0.0,273.6,58,0.0,8777.0,0.0,0.0,0.0,5,0.0,0.0,0.0,67.0,2.0,1,796.0,0.0,1.0,False,1.0,0.0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
448,1.0,0.0,36,0.0,9550.0,0.0,0.0,35.0,7,0.0,1.0,0.0,60.0,3.0,1,961.0,1.0,0.0,True,1.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,1.0,642.0,0.0
449,1.0,0.0,56,0.0,9920.0,0.0,0.0,0.0,5,0.0,0.0,0.0,80.0,3.0,1,1063.0,0.0,1.0,True,1.0,0.0,0,1,1.0,0.0,1.0,0.0,0.0,0.0,280.0,0.0
450,1.0,208.0,8,1.0,12011.0,1.0,0.0,75.0,8,0.0,0.0,0.0,78.0,3.0,2,1086.0,1.0,0.0,True,0.0,0.0,1,1,1.0,0.0,0.0,0.0,0.0,1.0,592.0,1.0
451,1.0,100.0,2,0.0,11796.0,1.0,0.0,48.0,7,0.0,0.0,0.0,59.0,3.6,2,847.0,1.0,1.0,True,0.0,0.0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,434.0,1.0
452,1.0,0.0,47,0.0,7500.0,0.0,0.0,0.0,5,0.0,0.0,0.0,75.0,3.0,1,1040.0,0.0,0.0,True,1.0,0.0,1,1,1.0,0.0,1.0,0.0,0.0,0.0,308.0,0.0
453,1.0,273.6,9,0.0,13923.6,1.0,1.0,25.0,7,0.0,0.0,0.0,70.0,3.0,2,1494.0,0.0,1.0,True,0.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,1.0,514.0,0.0
454,1.0,0.0,30,0.0,10140.0,1.0,0.0,28.0,7,1.0,0.0,0.0,78.0,3.6,2,832.0,1.0,1.0,True,1.0,0.0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,528.0,0.0
455,1.0,224.0,49,0.0,10482.0,0.0,0.0,0.0,6,0.0,0.0,0.0,65.0,3.0,1,1138.0,0.0,1.0,True,0.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,264.0,1.0
456,1.0,168.0,12,0.0,9480.0,0.0,0.0,0.0,5,0.0,0.0,0.0,79.0,3.0,1,888.0,1.0,1.0,True,1.0,0.0,1,0,1.0,0.0,0.0,0.0,0.0,1.6,312.0,0.0
457,1.0,0.0,31,0.0,4043.0,0.0,0.0,55.0,6,0.0,0.0,0.0,53.0,2.0,2,1069.0,0.0,1.0,True,1.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,440.0,0.0
458,1.0,140.0,4,0.0,4438.0,1.0,1.0,0.0,6,0.0,0.0,0.0,70.0,1.0,1,848.0,0.0,1.0,True,0.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,1.0,420.0,0.0
459,1.0,64.0,46,0.0,7943.0,0.0,0.0,0.0,4,0.0,0.0,0.0,61.0,3.0,1,1029.0,0.0,1.0,True,0.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,261.0,0.0
460,1.0,144.0,4,0.0,10665.0,1.0,0.0,29.0,7,0.0,0.0,0.0,72.0,3.0,2,1479.0,0.0,1.0,True,0.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,558.0,1.0
461,1.0,0.0,10,0.0,9017.0,1.0,0.0,35.0,7,0.0,0.0,0.0,68.0,3.0,2,1431.0,0.0,1.0,True,0.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,666.0,1.0
462,1.0,0.0,5,0.0,3182.0,1.0,0.0,112.0,7,0.0,0.0,0.0,30.0,2.0,2,600.0,1.0,1.0,True,1.0,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,480.0,0.0
463,1.0,0.0,30,0.0,11952.0,0.0,0.0,0.0,7,0.0,0.0,0.0,90.4,3.0,2,1161.0,1.0,1.0,True,1.0,0.0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,534.0,0.0
464,1.0,0.0,16,1.0,8049.0,0.0,0.0,58.0,7,0.0,0.0,0.0,50.0,2.0,2,1339.0,0.0,0.0,True,1.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,1.0,484.0,0.0
465,1.0,0.0,56,0.0,11435.0,1.0,0.0,0.0,8,0.0,0.0,0.0,70.0,3.0,1,792.0,1.0,0.0,True,1.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,1.6,400.0,0.0
466,1.0,0.0,40,0.0,13400.0,0.0,0.0,0.0,5,1.0,0.0,0.0,85.0,3.0,1,1086.0,0.0,1.0,True,0.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,1.0,484.0,1.0
467,1.0,273.6,31,0.0,10005.0,0.0,0.0,112.0,7,0.0,0.0,0.0,83.0,3.6,2,1156.0,1.0,1.0,True,1.0,0.0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,505.0,0.0
468,1.0,0.0,0,0.0,4274.0,1.0,0.0,112.0,7,0.0,0.0,0.0,35.0,1.0,1,1241.0,0.0,1.0,True,1.0,0.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,569.0,0.0
469,1.0,0.0,45,1.0,13673.0,0.0,0.0,30.0,5,0.0,0.0,0.0,40.0,3.0,1,1692.3000000000002,0.0,0.0,True,1.0,0.0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,349.0,0.0
471,1.0,238.0,39,0.0,2217.0,0.0,0.0,0.0,4,0.0,0.0,0.0,29.599999999999998,3.0,1,546.0,1.0,1.0,True,1.0,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,286.0,0.0
472,1.0,49.0,58,0.0,6324.0,0.0,0.0,0.0,4,0.0,1.0,0.0,60.0,1.0,1,520.0,0.0,1.0,True,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,0.0
473,1.0,0.0,7,0.0,2628.0,1.0,0.0,27.0,7,0.0,0.0,0.0,36.0,2.0,2,764.0,1.0,1.0,True,1.0,1.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,474.0,0.0
474,1.0,273.6,25,0.0,13923.6,0.0,0.0,64.0,8,0.0,0.0,0.0,70.0,2.0,2,1692.3000000000002,0.0,0.0,True,1.0,0.0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,511.0,0.0
475,0.0,0.0,13,0.0,3600.0,0.0,0.0,112.0,6,0.0,0.0,0.0,60.0,3.0,1,684.0,1.0,1.0,True,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,216.0,0.0
476,1.0,0.0,1,0.0,3604.0,1.0,0.0,102.0,7,0.0,0.0,0.0,34.0,2.0,2,703.0,1.0,0.0,True,1.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,540.0,0.0
477,1.0,0.0,56,0.0,8765.0,0.0,0.0,28.0,4,0.0,1.0,0.0,50.0,2.0,1,951.0,0.0,1.0,True,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,327.0,0.0
478,1.0,168.0,9,0.0,10603.0,1.0,0.0,68.0,6,0.0,0.0,0.0,70.0,3.0,2,1610.0,0.0,1.0,True,0.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,1.6,480.0,0.0
479,1.0,0.0,53,0.0,8190.0,0.0,0.0,36.0,4,0.0,0.0,0.0,60.0,3.0,1,948.0,0.0,1.0,True,1.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,1.0,280.0,0.0
480,1.0,0.0,4,0.0,9042.0,0.0,0.0,60.0,7,0.0,0.0,0.0,66.0,3.6,2,1188.0,1.0,1.0,True,1.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,1.6,252.0,0.0
481,1.0,0.0,13,0.0,10335.0,0.0,0.0,96.0,5,0.0,0.0,0.0,78.0,3.0,2,1692.3000000000002,0.0,1.0,True,1.0,0.0,1,0,1.0,0.0,1.0,0.0,0.0,1.0,440.0,0.0
482,1.0,0.0,30,0.0,10970.0,0.0,1.0,0.0,6,0.0,0.0,0.0,70.0,3.0,1,1026.0,0.0,1.0,True,0.0,0.0,0,1,1.0,0.0,1.0,0.0,0.0,0.0,576.0,0.0
483,1.0,57.0,13,0.0,10320.0,0.0,0.0,0.0,6,0.0,0.0,0.0,60.0,3.0,1,756.0,0.0,1.0,True,1.0,0.0,0,0,1.0,0.0,1.0,1.0,0.0,0.0,216.0,0.0
484,0.0,0.0,60,0.0,8960.0,0.0,0.0,0.0,5,0.0,0.0,0.0,56.0,2.0,1,1028.0,0.0,1.0,True,1.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,360.0,0.0
485,1.0,0.0,8,0.0,10316.0,1.0,0.0,112.0,7,0.0,0.0,0.0,70.0,3.0,2,992.0,1.0,1.0,True,1.0,0.0,1,1,1.0,0.0,0.0,0.0,0.0,1.0,728.05,0.0
487,1.0,273.6,51,0.0,9320.0,0.0,0.0,0.0,4,0.0,0.0,0.0,77.0,3.0,1,1225.0,0.0,1.0,False,1.0,0.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
488,1.0,0.0,29,1.0,7540.0,0.0,0.0,0.0,6,0.0,0.0,0.0,70.0,2.0,1,912.0,0.0,0.0,True,0.0,0.0,0,1,1.0,0.0,1.0,0.0,0.0,1.0,470.0,1.0
489,1.0,144.0,34,0.0,1890.0,0.0,0.0,28.0,6,0.0,0.0,0.0,29.599999999999998,3.0,1,672.0,1.0,1.0,True,1.0,1.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,264.0,0.0
490,1.0,0.0,42,0.0,9477.0,0.0,0.0,0.0,5,1.0,0.0,0.0,70.0,3.0,1,892.0,0.0,0.0,True,1.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,264.0,0.0
491,1.0,0.0,35,0.0,9246.0,0.0,0.0,112.0,5,0.0,0.0,0.0,87.0,3.6,2,1656.0,0.0,1.0,True,1.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,506.0,0.0
492,1.0,0.0,51,0.0,8760.0,0.0,0.0,0.0,6,0.0,0.0,0.0,73.0,3.0,1,1194.0,0.0,1.0,True,1.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,312.0,0.0
493,1.0,100.0,4,0.0,12394.0,1.0,1.0,48.0,7,0.0,0.0,0.0,70.0,3.0,2,847.0,1.0,0.0,True,0.0,0.0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,433.0,0.0
494,1.0,190.0,12,0.0,7685.0,1.0,0.0,63.0,6,0.0,0.0,0.0,70.0,3.0,2,697.0,1.0,1.0,True,1.0,0.0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,420.0,0.0
495,1.0,273.6,58,0.0,12665.0,0.0,0.0,0.0,5,0.0,1.0,0.0,90.4,3.6,1,876.0,0.0,1.0,True,0.0,0.0,1,0,1.0,0.0,0.0,1.0,0.0,1.0,720.0,0.0
497,1.0,0.0,46,0.0,9945.0,0.0,0.0,0.0,5,0.0,0.0,0.0,70.0,3.0,1,988.0,0.0,1.0,True,1.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,572.0,0.0
498,1.0,144.0,0,0.0,10084.0,1.0,0.0,20.0,7,0.0,0.0,0.0,84.0,3.0,2,1552.0,0.0,1.0,True,0.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,728.05,1.0
499,1.0,0.0,40,0.0,8250.0,0.0,0.0,63.0,5,0.0,0.0,0.0,55.0,3.0,1,1211.0,0.0,1.0,True,1.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,322.0,0.0
500,1.0,0.0,6,0.0,13125.0,0.0,0.0,0.0,5,0.0,0.0,0.0,88.0,3.0,2,1692.3000000000002,0.0,0.0,True,1.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,1.0,484.0,0.0
501,1.0,0.0,57,0.0,11664.0,0.0,0.0,112.0,6,0.0,0.0,0.0,60.0,2.0,1,1082.0,0.0,1.0,True,1.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,240.0,0.0
502,1.0,165.0,3,0.0,10994.0,1.0,0.0,44.0,8,0.0,0.0,0.0,88.0,2.0,2,1692.3000000000002,0.0,0.0,True,1.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,1.0,620.0,0.0
503,1.0,104.0,29,0.0,2665.0,1.0,0.0,26.0,5,0.0,0.0,0.0,41.0,3.6,2,925.0,1.0,1.0,True,1.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,336.0,0.0
504,1.0,224.0,5,0.0,7259.0,0.0,0.0,0.0,6,0.0,0.0,0.0,61.0,3.0,2,1436.0,1.0,1.0,True,1.0,0.0,1,1,1.0,0.0,1.0,0.0,0.0,1.0,180.0,0.0
505,1.0,0.0,23,0.0,13125.0,0.0,0.0,0.0,7,0.0,0.0,0.0,75.0,3.0,1,960.0,1.0,1.0,True,1.0,0.0,1,0,1.0,0.0,0.0,0.0,0.0,1.6,240.0,0.0
506,1.0,171.0,6,0.0,9742.0,1.0,0.0,112.0,8,0.0,0.0,0.0,75.0,3.0,2,1692.3000000000002,0.0,1.0,True,1.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,534.0,0.0
507,1.0,0.0,6,0.0,12615.0,0.0,0.0,29.0,6,0.0,0.0,0.0,84.0,3.6,2,1692.3000000000002,0.0,0.0,True,0.0,0.0,0,1,1.0,0.0,1.0,0.0,0.0,1.0,576.0,1.0
508,1.0,273.6,23,1.0,6951.0,0.0,0.0,0.0,5,0.0,0.0,0.0,37.0,3.0,1,923.0,0.0,0.0,True,1.0,0.0,0,1,1.0,0.0,1.0,0.0,0.0,0.0,264.0,0.0
509,1.0,48.0,58,0.0,9084.0,0.0,0.0,0.0,5,0.0,0.0,0.0,60.0,3.0,1,616.0,0.0,1.0,True,0.0,0.0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,200.0,0.0
511,1.0,0.0,60,0.0,5790.0,0.0,0.0,0.0,3,0.0,0.0,0.0,60.0,3.0,2,840.0,1.0,0.0,True,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,379.0,0.0
512,1.0,0.0,10,0.0,4500.0,1.0,0.0,112.0,6,0.0,0.0,0.0,70.0,2.0,2,1224.0,0.0,0.0,True,1.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,402.0,0.0
513,1.0,0.0,0,0.0,8004.0,1.0,0.0,112.0,8,0.0,0.0,0.0,75.0,3.0,2,832.0,1.0,1.0,True,1.0,0.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,552.0,0.0
515,1.0,0.0,2,0.0,8125.0,1.0,0.0,112.0,7,0.0,0.0,0.0,65.0,2.0,2,1112.0,1.0,1.0,True,1.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,438.0,0.0
516,1.0,212.0,9,0.0,5664.0,1.0,0.0,59.0,8,0.0,0.0,0.0,40.0,2.0,2,1659.0,0.0,1.0,True,1.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,1.0,499.0,0.0
517,1.0,0.0,5,1.0,13517.0,0.0,0.0,44.0,6,0.0,0.0,0.0,70.0,3.0,2,725.0,1.0,0.0,True,1.0,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,475.0,0.0
518,1.0,0.0,33,0.0,11751.0,0.0,0.0,112.0,6,0.0,0.0,0.0,90.4,3.0,2,1692.3000000000002,0.0,1.0,True,1.0,0.0,0,0,1.0,0.0,1.0,0.0,0.0,1.0,546.0,0.0
519,1.0,0.0,30,0.0,10780.0,0.0,0.0,0.0,5,0.0,0.0,0.0,55.0,3.0,1,954.0,0.0,1.0,True,0.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,576.0,1.0
520,1.0,0.0,9,0.0,7642.0,0.0,0.0,112.0,7,0.0,1.0,0.0,55.0,3.0,1,912.0,0.0,0.0,True,1.0,0.0,1,0,1.0,0.0,0.0,1.0,0.0,1.0,216.0,0.0
