LotFrontage,LotArea,Alley,LotConfig,LandSlope,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,isNew,YearRemodAdd,RoofStyle,RoofMatl,ExterQual,ExterCond,Foundation,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,firstFlrSF,secondFlrSF,GrLivArea,BsmtQual,BsmtCond,BsmtExposure,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageCars,hasGarage,GarageArea,GarageCond,WoodDeckSF,Nr.Ring,OpenPorchSF,PoolQC,Fence,MiscFeature,MoSold,YrSold,SalePrice
54.0,6342,,Inside,Gtl,Sawyer,1Fam,1.5Fin,5,8,1875,False,1996,Gable,CompShg,TA,Gd,CBlock,780,GasA,Gd,N,SBrkr,780,240,1020,TA,TA,No,0,1,0,2,TA,6,0,,0,False,0,,0,2,0,,,,5,2010,94000
,9819,,Inside,Mod,Mitchel,1Fam,1Story,6,5,1977,False,1977,Gable,CompShg,TA,TA,PConc,1567,GasA,TA,Y,SBrkr,1567,0,1567,TA,TA,Gd,1,2,0,2,Gd,5,2,TA,2,True,714,TA,264,2,32,,,,5,2009,196000
98.0,8731,,Inside,Gtl,BrkSide,1Fam,1Story,5,5,1920,False,1950,Gable,CompShg,TA,Fa,BrkTil,915,GasA,TA,Y,SBrkr,1167,0,1167,TA,TA,No,0,1,0,3,TA,6,1,Gd,2,True,495,TA,0,2,0,,,,5,2007,144000
60.0,7350,,Corner,Gtl,NAmes,1Fam,1Story,5,7,1951,False,1951,Gable,CompShg,TA,TA,CBlock,952,GasA,TA,Y,SBrkr,952,0,952,TA,TA,Mn,1,1,0,2,TA,4,0,,2,True,840,TA,0,2,0,,,,6,2008,139000
,10304,,CulDSac,Gtl,NWAmes,1Fam,2Story,5,7,1976,False,1976,Gable,CompShg,TA,Gd,CBlock,780,GasA,Ex,Y,SBrkr,1088,780,1868,TA,TA,No,1,2,1,4,Gd,9,1,TA,2,True,484,TA,448,2,96,,,,10,2009,197500
77.0,9965,,Inside,Gtl,CollgCr,1Fam,2Story,8,5,2006,True,2007,Hip,CompShg,Gd,TA,PConc,1466,GasA,Ex,Y,SBrkr,1466,1362,2828,Ex,TA,Gd,1,3,0,4,Gd,11,1,TA,3,True,1052,TA,125,2,144,,,,4,2007,424870
,9000,,Inside,Gtl,Sawyer,1Fam,1Story,5,3,1959,False,1959,Gable,CompShg,TA,TA,CBlock,1006,GasA,TA,Y,SBrkr,1006,0,1006,TA,TA,No,0,1,0,3,TA,5,0,,0,False,0,,0,2,24,,,,7,2008,80000
60.0,12180,,Inside,Gtl,Edwards,2fmCon,1.5Fin,4,4,1941,False,1950,Gable,CompShg,TA,Fa,BrkTil,672,Grav,Fa,N,FuseA,672,252,924,Gd,TA,No,1,1,0,2,Fa,5,0,,1,True,280,TA,0,2,0,,MnPrv,,7,2010,80000
52.0,6240,,Inside,Gtl,BrkSide,1Fam,1.5Fin,5,6,1928,False,1950,Gable,CompShg,TA,TA,BrkTil,1042,GasA,Ex,Y,SBrkr,1042,534,1576,TA,TA,No,0,1,0,3,TA,8,1,Gd,1,True,225,TA,0,2,0,,,,8,2006,149000
,11200,,Inside,Gtl,SawyerW,1Fam,1Story,6,5,1985,False,1985,Gable,CompShg,Gd,TA,CBlock,1298,GasA,TA,Y,SBrkr,1298,0,1298,Gd,TA,No,1,2,0,3,Gd,5,1,TA,2,True,403,TA,165,2,26,,,,5,2006,180000
75.0,12000,,Inside,Gtl,Crawfor,1Fam,2Story,7,7,1941,False,1950,Gable,CompShg,TA,TA,CBlock,704,GasA,Ex,Y,SBrkr,860,704,1564,TA,TA,No,0,1,1,3,Fa,7,1,Gd,1,True,234,TA,0,2,0,,,,7,2009,174500
,5700,,Inside,Gtl,OldTown,1Fam,1.5Fin,7,7,1926,False,1950,Gable,CompShg,TA,TA,PConc,572,GasA,TA,Y,SBrkr,572,539,1111,TA,TA,No,0,1,0,2,TA,5,1,Gd,1,True,288,TA,0,2,0,,,,8,2008,116900
50.0,9000,,Inside,Gtl,OldTown,1Fam,2Story,7,9,1920,False,1988,Hip,CompShg,TA,Gd,PConc,650,GasA,Ex,Y,SBrkr,832,650,1482,TA,TA,No,0,1,0,3,TA,7,0,,2,True,324,TA,0,2,0,,,,7,2009,143000
57.0,8280,,Inside,Gtl,NAmes,1Fam,1Story,6,5,1950,False,1950,Gable,CompShg,TA,TA,CBlock,932,GasA,Ex,Y,FuseA,932,0,932,TA,TA,No,0,1,0,2,Gd,4,1,Gd,1,True,306,TA,0,2,0,,GdPrv,,11,2007,124000
134.0,17755,,Inside,Gtl,Edwards,1Fam,1Story,5,4,1959,False,1959,Gable,CompShg,TA,TA,CBlock,1466,GasA,TA,Y,SBrkr,1466,0,1466,TA,TA,No,0,1,1,3,Fa,6,2,Gd,2,True,528,TA,0,2,140,,,,11,2006,149900
90.0,14115,,Inside,Gtl,Crawfor,1Fam,1Story,6,7,1956,False,2004,Gable,CompShg,TA,TA,PConc,1073,GasA,Ex,Y,SBrkr,1811,0,1811,TA,TA,No,0,1,0,2,Ex,6,1,Gd,2,True,470,TA,0,2,0,,,,7,2006,230000
,5890,,Corner,Gtl,IDOTRR,1Fam,1Story,6,8,1930,False,2007,Gable,CompShg,Gd,Gd,BrkTil,816,GasA,Ex,Y,SBrkr,816,0,816,TA,TA,Av,0,1,0,2,TA,5,0,,1,True,432,TA,0,2,0,,,,6,2008,120500
,13700,,Inside,Gtl,NAmes,1Fam,2Story,7,6,1965,False,1988,Gable,CompShg,TA,TA,CBlock,864,GasA,TA,Y,SBrkr,902,918,1820,TA,TA,Gd,0,1,2,4,Gd,8,2,Gd,2,True,492,TA,60,2,84,,GdPrv,,5,2008,201800
90.0,10768,,Corner,Gtl,Veenker,1Fam,1Story,5,8,1976,False,2004,Gable,CompShg,Gd,Gd,CBlock,1437,GasA,TA,Y,SBrkr,1437,0,1437,Gd,TA,Gd,1,2,0,3,Gd,6,1,Fa,2,True,528,TA,0,2,21,,,,7,2007,218000
85.0,9350,,Inside,Gtl,NAmes,1Fam,SLvl,5,8,1965,False,1999,Gable,CompShg,TA,Gd,PConc,1219,GasA,Gd,Y,SBrkr,1265,0,1265,TA,TA,Gd,0,2,0,3,Gd,6,1,Gd,2,True,502,TA,0,2,92,,MnPrv,,10,2008,179900
34.0,5001,,Inside,Gtl,NridgHt,Twnhs,1Story,7,5,2007,True,2008,Gable,CompShg,Gd,TA,PConc,1314,GasA,Ex,Y,SBrkr,1314,0,1314,Gd,TA,No,1,2,0,2,Gd,6,1,Gd,2,True,626,TA,172,2,62,,,,7,2009,230000
92.0,11932,,FR2,Gtl,Somerst,1Fam,1Story,8,5,2007,True,2008,Gable,CompShg,Gd,TA,PConc,1580,GasA,Ex,Y,SBrkr,1580,0,1580,Gd,TA,No,0,2,0,3,Gd,7,0,,3,True,830,TA,0,2,24,,,,6,2008,235128
76.0,9120,,Inside,Gtl,NWAmes,1Fam,2Story,6,6,1974,False,1974,Hip,CompShg,Gd,TA,CBlock,901,GasA,TA,Y,SBrkr,943,933,1876,TA,TA,No,0,2,1,4,Gd,8,1,TA,2,True,540,TA,0,2,69,,,,7,2008,185000
24.0,2280,,Inside,Gtl,NPkVill,Twnhs,2Story,6,5,1978,False,1978,Gable,CompShg,TA,TA,CBlock,855,GasA,Fa,Y,SBrkr,855,601,1456,Gd,TA,No,0,2,1,3,TA,7,1,TA,2,True,440,TA,26,2,0,,,,7,2010,146000
,14778,,CulDSac,Gtl,Crawfor,1Fam,1Story,6,7,1954,False,2006,Hip,CompShg,Gd,TA,CBlock,1296,GasA,Ex,Y,SBrkr,1640,0,1640,TA,TA,No,1,1,0,3,Gd,7,1,Gd,2,True,924,TA,108,2,0,,,,11,2008,224000
109.0,8724,,Inside,Gtl,Sawyer,1Fam,1Story,5,5,1968,False,1968,Gable,CompShg,TA,TA,CBlock,894,GasA,Gd,Y,SBrkr,894,0,894,Gd,TA,No,0,1,0,3,TA,5,1,Po,2,True,450,TA,0,2,0,,,,5,2007,129000
60.0,12900,,Inside,Gtl,Sawyer,Duplex,SFoyer,4,4,1969,False,1969,Gable,CompShg,TA,TA,CBlock,1198,GasA,TA,Y,SBrkr,1258,0,1258,Gd,TA,Av,2,0,2,0,TA,6,0,,2,True,400,TA,120,2,0,,,,1,2008,108959
,16157,,FR2,Gtl,Veenker,1Fam,SLvl,5,7,1978,False,1978,Gable,CompShg,TA,TA,PConc,1360,GasA,Ex,Y,SBrkr,1432,0,1432,Gd,TA,Gd,1,1,1,2,Gd,5,1,TA,2,True,588,TA,168,2,180,,,,6,2007,194000
79.0,9541,,Inside,Gtl,NridgHt,1Fam,1Story,7,5,2009,True,2009,Gable,CompShg,Gd,TA,PConc,1502,GasA,Ex,Y,SBrkr,1502,0,1502,Gd,TA,No,0,2,0,3,Gd,7,0,,2,True,644,TA,0,2,114,,,,9,2009,233170
64.0,10475,,Corner,Gtl,CollgCr,1Fam,1Story,8,5,2008,True,2008,Gable,CompShg,Gd,TA,PConc,1694,GasA,Ex,Y,SBrkr,1694,0,1694,Gd,TA,Av,0,2,0,3,Gd,7,0,,3,True,776,TA,160,2,33,,,,2,2010,245350
58.0,10852,,Inside,Gtl,Gilbert,1Fam,2Story,6,5,2000,False,2000,Gable,CompShg,TA,TA,PConc,959,GasA,Ex,Y,SBrkr,959,712,1671,Gd,TA,No,1,2,1,3,TA,7,1,TA,2,True,472,TA,0,2,38,,,,2,2006,173000
120.0,13728,,Corner,Gtl,Edwards,1Fam,2Story,6,7,1935,False,1986,Hip,CompShg,TA,TA,CBlock,1127,GasA,Ex,Y,SBrkr,1236,872,2108,TA,TA,No,0,2,0,4,Gd,7,2,TA,2,True,540,TA,0,2,0,,,,7,2008,235000
118.0,35760,,CulDSac,Gtl,NoRidge,1Fam,2Story,10,5,1995,False,1996,Hip,CompShg,Gd,Gd,PConc,1930,GasA,Ex,Y,SBrkr,1831,1796,3627,Ex,TA,Gd,1,3,1,4,Gd,10,1,TA,3,True,807,TA,361,2,76,,,,7,2006,625000
76.0,9880,,Inside,Gtl,Mitchel,1Fam,SLvl,6,6,1977,False,1977,Gable,CompShg,TA,TA,CBlock,1096,GasA,TA,Y,SBrkr,1118,0,1118,TA,TA,Av,1,1,0,3,TA,6,1,Po,1,True,358,TA,203,2,0,Gd,GdPrv,,7,2008,171000
76.0,9120,,Inside,Gtl,NAmes,1Fam,1Story,6,6,1958,False,1958,Hip,CompShg,TA,TA,CBlock,1261,GasA,Ex,Y,SBrkr,1261,0,1261,TA,TA,No,1,1,0,3,TA,6,1,TA,2,True,433,TA,0,2,0,,,Shed,11,2008,163000
35.0,4017,Pave,Inside,Gtl,Somerst,TwnhsE,2Story,7,5,2006,True,2007,Gable,CompShg,Gd,TA,PConc,625,GasA,Ex,Y,SBrkr,625,625,1250,Gd,TA,No,0,2,1,2,Gd,5,0,,2,True,625,TA,0,2,54,,,,3,2008,171900
138.0,18030,,Inside,Gtl,ClearCr,1Fam,1.5Fin,5,6,1946,False,1994,Gable,CompShg,TA,TA,CBlock,1598,GasA,TA,Y,SBrkr,1636,971,3086,TA,TA,No,0,3,0,3,Ex,12,1,Gd,0,False,0,,122,2,0,,MnPrv,,3,2007,200500
80.0,16560,,Inside,Gtl,Crawfor,1Fam,2Story,6,8,1932,False,1950,Gable,CompShg,TA,TA,BrkTil,952,GasA,TA,Y,SBrkr,1170,1175,2345,Gd,TA,No,0,2,1,4,TA,9,1,Gd,2,True,360,TA,0,2,0,,,,7,2006,239000
85.0,10678,,Inside,Gtl,NoRidge,1Fam,1.5Fin,8,5,1992,False,2000,Hip,CompShg,Gd,TA,PConc,1683,GasA,Ex,Y,SBrkr,2129,743,2872,Gd,TA,No,0,2,1,4,Gd,9,1,TA,2,True,541,TA,0,2,33,,,,4,2007,285000
37.0,6951,,CulDSac,Gtl,Mitchel,1Fam,1Story,5,5,1984,False,1985,Gable,CompShg,TA,TA,CBlock,876,GasA,TA,Y,SBrkr,923,0,923,TA,TA,No,1,1,0,3,TA,5,0,,1,True,264,TA,362,2,0,,MnPrv,,10,2008,119500
,3950,Grvl,Inside,Gtl,OldTown,1Fam,1.5Fin,6,8,1926,False,2004,Gable,CompShg,TA,TA,CBlock,818,GasA,TA,Y,SBrkr,818,406,1224,TA,TA,No,0,1,0,3,TA,5,0,,1,True,210,TA,0,2,0,,,,12,2009,115000
54.0,7681,,FR2,Gtl,Crawfor,1Fam,1.5Fin,5,6,1921,False,1950,Gable,CompShg,TA,TA,BrkTil,731,GasA,Ex,Y,SBrkr,820,523,1343,TA,TA,No,0,1,1,3,TA,7,1,Gd,1,True,186,TA,192,2,0,,,,7,2009,154900
77.0,8335,,Corner,Gtl,Edwards,1Fam,1Story,5,5,1954,False,1954,Gable,CompShg,TA,TA,Slab,0,GasA,Gd,Y,SBrkr,1124,0,1124,,,,0,1,0,3,TA,5,1,Gd,0,False,0,,0,2,36,,,,4,2006,93000
,11170,,Corner,Gtl,Timber,1Fam,2Story,7,5,1990,False,1991,Gable,CompShg,TA,TA,Wood,1216,GasA,Ex,Y,SBrkr,1298,1216,2514,Gd,TA,No,0,2,1,4,TA,8,0,,2,True,693,TA,0,2,0,,GdPrv,,4,2006,250000
64.0,5587,,Inside,Mod,Crawfor,TwnhsE,1Story,8,5,2008,True,2008,Hip,CompShg,Ex,TA,PConc,1600,GasA,Ex,Y,SBrkr,1652,0,1652,Ex,TA,Gd,1,2,0,2,Gd,5,1,Gd,2,True,482,TA,162,2,53,,,,11,2008,392500
160.0,15623,,Corner,Gtl,NoRidge,1Fam,2Story,10,5,1996,False,1996,Hip,CompShg,Gd,TA,PConc,2396,GasA,Ex,Y,SBrkr,2411,2065,4476,Ex,TA,Av,1,3,1,4,Ex,10,2,TA,3,True,813,TA,171,2,78,Ex,MnPrv,,7,2007,745000
60.0,10800,Grvl,Inside,Gtl,OldTown,1Fam,1Story,5,6,1920,False,1950,Hip,CompShg,TA,TA,BrkTil,1120,GasA,Ex,Y,SBrkr,1130,0,1130,TA,TA,No,1,1,0,2,TA,5,1,Gd,2,True,720,TA,229,2,0,,,,6,2006,120000
50.0,35133,,Inside,Mod,Timber,1Fam,1Story,5,4,1963,False,1963,Hip,CompShg,TA,TA,CBlock,1572,GasA,Gd,Y,SBrkr,1572,0,1572,TA,TA,Gd,1,1,1,3,TA,5,2,TA,3,True,995,TA,0,2,263,,,,5,2007,186700
60.0,9738,,Inside,Gtl,Edwards,1Fam,1.5Fin,5,7,1924,False,1950,Gable,CompShg,TA,Gd,BrkTil,784,GasA,Gd,Y,SBrkr,949,272,1221,TA,TA,No,1,1,0,4,TA,7,0,,1,True,392,TA,0,2,0,,,,3,2006,104900
107.0,10615,,Corner,Mod,OldTown,2fmCon,2Story,3,5,1900,False,1970,Gable,CompShg,TA,TA,CBlock,978,GasA,TA,Y,SBrkr,1014,685,1699,Fa,TA,Mn,1,2,0,3,TA,7,0,,2,True,420,Fa,0,2,74,,,,8,2009,95000
89.0,12461,,Corner,Gtl,NoRidge,1Fam,1Story,8,5,1994,False,1995,Gable,CompShg,Gd,TA,PConc,1624,GasA,Ex,Y,SBrkr,1624,0,1624,Gd,TA,No,1,2,0,2,Gd,5,1,Fa,3,True,757,TA,0,2,114,,GdPrv,,7,2006,262000
68.0,8935,,Inside,Gtl,CollgCr,1Fam,2Story,7,5,2002,True,2002,Gable,CompShg,Gd,TA,PConc,831,GasA,Ex,Y,SBrkr,831,829,1660,Gd,TA,No,0,2,1,3,Gd,7,0,,2,True,493,TA,144,2,68,,,,7,2009,195000
60.0,7500,,Inside,Gtl,Gilbert,1Fam,2Story,7,5,1999,False,1999,Gable,CompShg,TA,TA,PConc,994,GasA,Gd,Y,SBrkr,1028,776,1804,TA,TA,No,0,2,1,3,Gd,7,1,TA,2,True,442,TA,140,2,60,,,,6,2010,189000
,32463,,Inside,Mod,Mitchel,2fmCon,1Story,4,4,1961,False,1975,Gable,CompShg,TA,Gd,CBlock,1249,GasA,Ex,Y,SBrkr,1622,0,1622,TA,TA,Av,1,1,0,3,TA,7,1,TA,4,True,1356,TA,439,2,0,,,,3,2007,168000
24.0,2645,Pave,Inside,Gtl,Somerst,Twnhs,2Story,8,5,1999,False,2000,Gable,CompShg,Gd,TA,PConc,776,GasA,Ex,Y,SBrkr,764,677,1441,Gd,TA,No,0,2,1,2,Gd,5,0,,2,True,492,TA,206,2,0,,,,11,2007,174000
60.0,9600,Grvl,Inside,Gtl,OldTown,1Fam,1.5Fin,5,8,1925,False,1994,Gambrel,CompShg,TA,TA,PConc,702,GasA,Gd,Y,SBrkr,842,630,1472,TA,TA,Mn,0,1,0,3,Gd,6,0,,1,True,250,Fa,0,2,0,,GdWo,,7,2007,125000
,4500,,FR2,Gtl,Mitchel,TwnhsE,1Story,6,5,1999,False,1999,Hip,CompShg,TA,TA,PConc,1224,GasA,Ex,Y,SBrkr,1224,0,1224,Ex,TA,No,1,2,0,2,TA,5,0,,2,True,402,TA,0,2,304,,,,6,2009,165000
80.0,9364,,Corner,Gtl,Sawyer,1Fam,2Story,6,7,1969,False,1969,Gable,CompShg,TA,TA,CBlock,663,GasA,TA,Y,SBrkr,663,689,1352,TA,TA,No,0,1,1,4,TA,7,0,,1,True,299,TA,379,2,36,,MnPrv,,3,2010,158000
51.0,8029,,Inside,Gtl,Gilbert,1Fam,2Story,6,5,2005,True,2005,Gable,CompShg,TA,TA,PConc,728,GasA,Ex,Y,SBrkr,728,728,1456,Gd,TA,No,0,2,1,3,Gd,8,0,,2,True,400,TA,100,2,24,,,,7,2008,176000
58.0,14054,,Inside,Gtl,Gilbert,1Fam,2Story,7,5,2006,True,2006,Gable,CompShg,Gd,TA,PConc,879,GasA,Ex,Y,SBrkr,879,984,1863,Gd,TA,Av,0,2,1,4,Gd,9,1,Gd,3,True,660,TA,100,2,17,,,,11,2006,219210
65.0,8850,,Corner,Gtl,OldTown,1Fam,2.5Unf,7,6,1916,False,1950,Gable,CompShg,TA,TA,BrkTil,815,GasA,Ex,Y,SBrkr,815,875,1690,TA,TA,No,0,1,0,3,TA,7,1,Gd,1,True,225,TA,0,2,0,,,,7,2006,144000
70.0,9100,,Inside,Gtl,CollgCr,1Fam,1Story,7,5,2001,True,2001,Gable,CompShg,Gd,TA,PConc,1212,GasA,Ex,Y,SBrkr,1212,0,1212,Gd,TA,No,0,2,0,3,Gd,6,0,,2,True,573,TA,356,2,0,,,,6,2009,178000
75.0,11235,,Inside,Gtl,Sawyer,1Fam,1Story,4,5,1963,False,1979,Gable,CompShg,TA,TA,CBlock,1051,GasA,Gd,Y,SBrkr,1382,0,1382,TA,TA,No,0,1,1,3,TA,6,1,Po,2,True,459,TA,0,2,82,,,,10,2006,148000
71.0,9353,,Inside,Gtl,NAmes,1Fam,1Story,4,5,1970,False,1970,Gable,CompShg,TA,TA,CBlock,864,GasA,Gd,Y,SBrkr,864,0,864,TA,TA,No,0,1,0,3,TA,5,0,,1,True,280,TA,0,2,0,,,Shed,7,2006,116050
80.0,10400,,Corner,Gtl,CollgCr,1Fam,2Story,7,5,1998,False,1998,Gable,CompShg,TA,TA,PConc,866,GasA,Ex,Y,SBrkr,866,913,1779,Gd,TA,Av,0,2,1,3,Gd,6,0,,2,True,546,TA,198,2,36,,,,3,2009,197900
50.0,6000,,Corner,Gtl,BrkSide,1Fam,1.5Fin,5,8,1925,False,1997,Gable,CompShg,TA,TA,BrkTil,884,GasA,Ex,Y,SBrkr,884,464,1348,TA,TA,No,1,1,0,3,TA,5,1,Fa,1,True,216,TA,0,2,0,,,,5,2009,117000
75.0,9750,,Inside,Gtl,CollgCr,1Fam,1Story,7,5,2000,False,2001,Gable,CompShg,Gd,TA,PConc,1630,GasA,Ex,Y,SBrkr,1630,0,1630,Gd,TA,No,0,2,0,3,Gd,6,1,TA,2,True,451,TA,74,2,234,,,,10,2009,213000
78.0,10140,,Inside,Gtl,NWAmes,1Fam,1Story,5,6,1975,False,1975,Gable,CompShg,TA,TA,CBlock,1056,GasA,Ex,Y,SBrkr,1074,0,1074,Gd,TA,No,1,1,1,3,TA,6,0,,2,True,495,TA,0,2,88,,MnPrv,,7,2006,153500
90.0,14684,,CulDSac,Gtl,SawyerW,1Fam,1Story,7,7,1990,False,1991,Hip,CompShg,Gd,TA,CBlock,2158,GasA,Gd,Y,SBrkr,2196,0,2196,Gd,TA,Mn,0,2,0,3,Gd,7,1,TA,3,True,701,TA,84,2,70,,,,6,2009,271900
,8900,,Inside,Gtl,SawyerW,1Fam,1Story,4,4,1966,False,1966,Gable,CompShg,TA,TA,CBlock,1056,GasA,TA,Y,SBrkr,1056,0,1056,TA,TA,No,1,1,0,2,TA,5,0,,1,True,384,TA,0,2,42,,MnPrv,,11,2006,107000
70.0,9135,,Inside,Gtl,CollgCr,1Fam,1Story,6,5,2003,True,2003,Gable,CompShg,Gd,TA,PConc,1682,GasA,Ex,Y,SBrkr,1700,0,1700,Gd,TA,Av,1,2,0,3,Gd,7,0,,2,True,544,TA,192,2,23,,,,5,2006,200000
70.0,7763,,Inside,Gtl,NAmes,1Fam,1Story,5,7,1962,False,1980,Gable,CompShg,TA,Gd,CBlock,931,GasA,TA,Y,SBrkr,1283,0,1283,TA,TA,No,1,1,0,3,TA,6,0,,2,True,506,TA,0,2,0,,,,10,2008,140000
85.0,10182,,CulDSac,Gtl,Somerst,1Fam,1Story,8,5,2006,True,2006,Hip,CompShg,Gd,TA,PConc,1660,GasA,Ex,Y,SBrkr,1660,0,1660,Ex,TA,Mn,1,2,0,3,Gd,8,1,Gd,2,True,500,TA,322,2,50,,,,5,2006,290000
70.0,11218,,Inside,Gtl,SawyerW,1Fam,2Story,6,5,1992,False,1992,Gable,CompShg,Gd,TA,PConc,1055,GasA,Ex,Y,SBrkr,1055,790,1845,Gd,TA,No,0,2,1,3,Gd,8,1,TA,2,True,462,TA,635,2,104,,GdPrv,Shed,5,2010,189000
152.0,12134,,Inside,Mod,Gilbert,1Fam,1.5Fin,8,7,1988,False,2005,Gable,CompShg,Gd,TA,Wood,559,GasA,Gd,Y,SBrkr,1080,672,1752,Gd,TA,Av,0,2,0,4,TA,8,0,,2,True,492,TA,325,2,12,,,,6,2010,164000
50.0,9340,,Inside,Gtl,Edwards,1Fam,1Story,4,6,1941,False,1950,Hip,CompShg,TA,TA,CBlock,672,GasA,TA,Y,SBrkr,672,0,672,TA,TA,No,1,1,0,2,TA,4,0,,1,True,234,TA,0,2,113,,,,8,2009,113000
,10246,,CulDSac,Gtl,Sawyer,1Fam,SLvl,4,9,1965,False,2001,Gable,CompShg,TA,Gd,CBlock,648,GasA,Ex,Y,SBrkr,960,0,960,TA,Gd,Av,1,0,0,0,TA,3,0,,1,True,364,TA,88,2,0,,,,5,2006,145000
69.0,10205,,Inside,Gtl,NAmes,1Fam,SFoyer,5,5,1962,False,1962,Gable,CompShg,TA,TA,CBlock,925,GasA,TA,Y,SBrkr,999,0,999,TA,TA,Av,1,1,0,3,TA,6,0,,1,True,300,TA,150,2,72,,,,5,2006,134500
99.0,7094,,Inside,Gtl,Sawyer,1Fam,1Story,5,5,1966,False,1966,Gable,CompShg,TA,TA,CBlock,894,GasA,TA,Y,SBrkr,894,0,894,TA,TA,No,0,1,0,3,TA,5,0,,1,True,384,TA,0,2,0,,MnPrv,,5,2007,125000
68.0,8930,,Inside,Gtl,Sawyer,Duplex,1.5Fin,6,5,1978,False,1978,Gable,CompShg,TA,TA,Slab,0,GasA,TA,Y,SBrkr,1318,584,1902,,,,0,2,0,4,TA,8,0,,2,True,539,TA,0,2,0,,,,4,2010,112000
72.0,8640,,Inside,Gtl,Somerst,1Fam,1Story,8,5,2009,True,2009,Gable,CompShg,Gd,TA,PConc,1300,GasA,Ex,Y,SBrkr,1314,0,1314,Gd,TA,Mn,1,2,0,3,Gd,6,0,,2,True,552,TA,135,2,112,,,,9,2009,229456
52.0,6240,,Inside,Gtl,BrkSide,1Fam,1.5Fin,4,5,1947,False,1950,Gable,CompShg,TA,TA,Slab,0,GasA,Gd,N,SBrkr,672,240,912,,,,0,1,0,2,TA,3,0,,0,False,0,,0,2,0,,,,7,2006,80500
21.0,1680,,Inside,Gtl,BrDale,Twnhs,2Story,6,5,1971,False,1971,Gable,CompShg,TA,TA,CBlock,672,GasA,TA,Y,SBrkr,672,546,1218,TA,TA,No,0,1,1,3,TA,7,0,,0,False,0,,201,2,0,,,,4,2006,91500
66.0,7800,,Inside,Gtl,NAmes,1Fam,1Story,5,5,1964,False,1964,Gable,CompShg,TA,TA,CBlock,912,GasA,TA,Y,SBrkr,912,0,912,TA,TA,No,0,1,0,2,TA,5,0,,1,True,288,TA,0,2,0,,,,11,2006,115000
55.0,8250,,Inside,Gtl,Sawyer,1Fam,1Story,5,5,1968,False,1968,Hip,CompShg,TA,TA,CBlock,952,GasA,Ex,Y,SBrkr,1211,0,1211,TA,TA,No,0,1,0,3,TA,5,1,TA,1,True,322,TA,0,2,63,,,,8,2008,134000
78.0,10496,,Inside,Gtl,NAmes,1Fam,1.5Fin,6,6,1949,False,1950,Gable,CompShg,TA,TA,CBlock,1040,GasA,Ex,Y,SBrkr,1168,678,1846,TA,TA,Mn,0,2,0,3,TA,7,1,Gd,1,True,315,TA,0,2,0,,GdWo,,1,2007,143000
89.0,10680,,Inside,Gtl,NAmes,1Fam,1Story,5,3,1951,False,1951,Hip,CompShg,TA,TA,CBlock,2136,GasA,TA,N,FuseA,2136,0,2136,TA,Fa,No,0,2,0,4,TA,7,0,,2,True,528,TA,0,2,30,,MnPrv,,10,2006,137900
60.0,15384,,Inside,Gtl,Gilbert,1Fam,2Story,7,5,2004,True,2005,Gable,CompShg,Gd,TA,PConc,788,GasA,Ex,Y,SBrkr,788,702,1490,Gd,TA,Av,1,2,1,3,Gd,8,1,Gd,2,True,388,TA,100,2,75,,,,2,2008,184000
65.0,10482,,Inside,Gtl,NAmes,1Fam,SLvl,6,8,1958,False,1958,Hip,CompShg,TA,Gd,CBlock,588,GasA,Ex,Y,SBrkr,1138,0,1138,TA,TA,Av,0,1,0,3,TA,6,0,,1,True,264,TA,224,2,0,,MnWw,,6,2007,145000
86.0,14598,,CulDSac,Gtl,Somerst,1Fam,2Story,6,5,2007,True,2007,Gable,CompShg,Gd,TA,PConc,894,GasA,Ex,Y,SBrkr,894,1039,1933,Gd,TA,Mn,0,2,1,4,Gd,9,1,Gd,3,True,668,TA,100,2,18,,,,1,2008,214000
72.0,8872,,Corner,Gtl,NAmes,1Fam,1Story,5,8,1965,False,2008,Gable,CompShg,TA,TA,CBlock,912,GasA,Ex,Y,SBrkr,912,0,912,TA,TA,No,1,1,0,2,Gd,5,0,,2,True,576,TA,0,2,240,,,,12,2008,147000
65.0,8769,,Corner,Gtl,NridgHt,TwnhsE,1Story,9,5,2008,True,2008,Hip,CompShg,Ex,TA,PConc,1702,GasA,Ex,Y,SBrkr,1702,0,1702,Ex,TA,No,1,1,1,1,Ex,7,1,Gd,3,True,1052,TA,0,2,72,,,,10,2008,367294
70.0,7910,,Inside,Gtl,NAmes,1Fam,SLvl,5,5,1960,False,1960,Hip,CompShg,TA,TA,CBlock,1075,GasA,Gd,Y,SBrkr,1507,0,1507,TA,TA,No,0,2,0,4,TA,7,0,,1,True,404,TA,0,2,0,,GdWo,,8,2008,127000
,18890,,Inside,Gtl,Sawyer,Duplex,1.5Fin,5,5,1977,False,1977,Shed,CompShg,TA,TA,CBlock,1361,GasA,Ex,Y,SBrkr,1361,1259,2620,Gd,TA,No,0,2,2,4,TA,12,1,TA,2,True,600,TA,155,2,24,,,Gar2,8,2007,190000
